the_geom,cartodb_id,state_fips,state_name,county,housing_un,fips,county_fip,updated_at,created_at
0106000020E61000000100000001030000000100000013000000072014839F7452C060FE0FAA3D63454068E24F60798B52C09B45B739305D4540C23AD624308D52C042D370B9165B4540A836C4489F9052C07593C556405B4540BC0FBD8A6C9352C0351DE6B4435E4540D77033066E9252C0BB3133B498604540D64FB482DF9052C04BDB2E941161454083D9D421F58F52C01CED8CB32A63454018C82083D78F52C060FD53B37E654540E600BC04909052C0FFD6911204664540F1CD16053F9052C009651F12E16745407EAC719D898552C0434DD636CA7245403B52FF3FF18552C00BB64D54997945406E50C19CA88352C08DFEE0158B7945408A7D6A749C7E52C0FD2B703A01754540A933DE913E7D52C0735D57DC837245400C9850CC017A52C0B90AA2DD7C734540FA44A5CA4A7952C0F563FE81276C4540072014839F7452C060FE0FAA3D634540,18,36,New York,Schenectady,,36093,93,2012-06-15,2012-06-15
0106000020E61000000100000001030000000100000031000000C05C8CAFA0CD52C0149C7CD3507145406EC1E68F99CD52C0AFBCCA951D6E45409A4C6566AEC852C0AB4153788D6E45403D2906E153C652C0CDC4299587744540006DBBC648BA52C0688F08C4E3694540F67E2DE302B952C050989183F46A45400A820F8295B852C0B2CC159D397345408545106EDFB052C071E53224E66E4540FAEBD6DC87A952C017A9D6C9D86A454093479F7E14AB52C05FDDCC1079604540571B422607A952C0F114D0B7AE54454007F9052BC4A852C0883C695ABD4F4540BE4690B08BA952C0254AC37CE44B4540920BD622F6AD52C036FB5DE389424540CBE9C50A56B152C0DF3FF965B2404540690F869171B552C077C45E08ED414540DCD7D380C6BB52C05CEF32B6233C454090896F4006BC52C0CFA7CCF3A53D454065BCD643BBBD52C08D72B895193D454033735547C8BE52C01DCF5F9CC439454031A955284DBF52C01BC9823CFE3945406581D8A9E3BF52C0BD7E035FC33845404193B5ABC4C052C0B44651BD54394540F76B808E6CC152C0E3C6B4618736454081F66E9846C552C09320939FD33545402F134F23D1C852C04AF49AA43A314540FE5CC20C2CCC52C0363059468D2E4540E9DBFCEB44CC52C0C0DECBC2A43045408A062CB100CE52C00CFC74E4EC2E4540F366E7B638D052C0E7C793433E2E4540B8FD9B6197D352C061ED01A73B294540ACEC86A7ECD552C019C3336532284540478EAB3143DA52C003C1FCBC35294540BB324B6D0AD952C016FF60161F2E4540580D35AECBD952C0932F524E0F324540DF3DC407E4D752C0128772A9673645405A55A7C94DD952C0E114775C7B3C45403F80CBE725D952C0B0EAC155CA404540EC78A9E43ED852C0C9ED95B525424540D69B1401AFD752C04C6B5832B5454540B8BFE4D75DD552C03780D6512149454047ECBE318CD452C0C876808B414F4540DB1F336E90D452C01A9474A430554540D4A476FF4ED252C05380173AD35F4540345C20D746D052C03BF97199DE64454037762FF492CF52C019145C162B6B45401436F1D422D052C0780C2833D06F45408D55A673B4CF52C0CD337F92CF704540C05C8CAFA0CD52C0149C7CD350714540,19,36,New York,Otsego,,36077,77,2012-06-15,2012-06-15
0106000020E6100000010000000103000000010000002000000068E24F60798B52C09B45B739305D4540B7EC31A2088A52C03B0E6ABCB05A45408FE06C0A6D8A52C0D49988DF76544540C71E45E61B8F52C0B88CDFC10546454077EB206EB38E52C09EFCB6650840454027665774EC8F52C0A1D9799492394540B3EC5A57089052C050374763DF33454061FD1A98968F52C0B395D54DEB2F4540136771FC409152C082C99CF1392E45405A608AC5C79552C0544DA053462D4540547BFC67B19752C025DFA34D882F454025E49611239C52C0F1DB67F2952D4540AC6D369F9EA752C0A82C1A5916374540920BD622F6AD52C036FB5DE389424540BE4690B08BA952C0254AC37CE44B454007F9052BC4A852C0883C695ABD4F4540571B422607A952C0F114D0B7AE54454093479F7E14AB52C05FDDCC1079604540FAEBD6DC87A952C017A9D6C9D86A454031E2C891B8A452C0B6C9E98C8168454012A3865EBE9C52C019E0F95175624540A075A813A29752C03E8A02B21E64454062C152271E9252C0B95CD3B234644540E600BC04909052C0FFD691120466454018C82083D78F52C060FD53B37E65454083D9D421F58F52C01CED8CB32A634540D64FB482DF9052C04BDB2E9411614540D77033066E9252C0BB3133B498604540BC0FBD8A6C9352C0351DE6B4435E4540A836C4489F9052C07593C556405B4540C23AD624308D52C042D370B9165B454068E24F60798B52C09B45B739305D4540,20,36,New York,Schoharie,,36095,95,2012-06-15,2012-06-15
0106000020E61000000100000001030000000100000028000000E054CB6D7DC952C0E69E71818AED444001E54B50F6CA52C0B0D65D6015EF4440EF6349FB49D052C055F9E93D37EF4440715625FA27D252C0AF0715154BF94440147A907EBDD452C09BEDE50E0BFB4440DFD4D43E1FD652C015BD478B15FF44401D91F60280D852C0C14D4226CAFF44402ECC5D06FCD952C06A4FE761F70145405FCC8B0B58DB52C05CD0D5FB570745407C59ACF2F7DA52C0C9A2F370DA184540478EAB3143DA52C003C1FCBC35294540ACEC86A7ECD552C019C3336532284540B8FD9B6197D352C061ED01A73B294540F366E7B638D052C0E7C793433E2E45408A062CB100CE52C00CFC74E4EC2E4540E9DBFCEB44CC52C0C0DECBC2A4304540FE5CC20C2CCC52C0363059468D2E45402F134F23D1C852C04AF49AA43A31454081F66E9846C552C09320939FD3354540F76B808E6CC152C0E3C6B461873645404193B5ABC4C052C0B44651BD543945406581D8A9E3BF52C0BD7E035FC338454031A955284DBF52C01BC9823CFE39454033735547C8BE52C01DCF5F9CC439454065BCD643BBBD52C08D72B895193D454090896F4006BC52C0CFA7CCF3A53D4540DCD7D380C6BB52C05CEF32B6233C4540690F869171B552C077C45E08ED414540CBE9C50A56B152C0DF3FF965B2404540920BD622F6AD52C036FB5DE389424540AC6D369F9EA752C0A82C1A591637454025E49611239C52C0F1DB67F2952D4540107F73D0239B52C0B3BF73F55E2C45404CD28BA604A252C0338BE43E4E194540F174471EB29C52C034AE91E5AE1545405F404C8672A052C078BBDC2966124540F6C1B38844A252C04695C92818124540DA43A3AB27A452C065F7B9ABC30E45408D19901F7FB252C0BF62E809C1024540E054CB6D7DC952C0E69E71818AED4440,21,36,New York,Delaware,,36025,25,2012-06-15,2012-06-15
0106000020E610000001000000010300000001000000120000006CBF04A1FD5E52C079DB3B1F12064540308EE605B86152C0F199011E44064540A5749B4D106252C021353725C8FD444031F1A200DC6E52C017D09781E0004540CA62ADF3C27952C0B9EDEE76350A4540801AF118F07B52C0696E6497FA094540C1E5DA51C97A52C09CD3D86FC71045405D5C93ECB67952C023F86FEAE7144540F2FADF644B7752C0D9233F46371845405D6FB07C9F7552C0A78EA83DB91E4540BF6FE9D6A27352C0A64D64996421454038804B91F67152C00363A271DD2545400672D60EBD7252C0125BAC7D05324540B7F5D8499D7152C003CD3633FF384540B640B7C9E37152C03435EDCFEA3A4540616764E7735652C041BA2FD69B404540E1CBA3FEEC5F52C0614C803BEA0945406CBF04A1FD5E52C079DB3B1F12064540,22,36,New York,Columbia,,36021,21,2012-06-15,2012-06-15
0106000020E61000000100000001030000000100000018000000B640B7C9E37152C03435EDCFEA3A4540B7F5D8499D7152C003CD3633FF3845400672D60EBD7252C0125BAC7D0532454038804B91F67152C00363A271DD254540BF6FE9D6A27352C0A64D6499642145405D6FB07C9F7552C0A78EA83DB91E4540F2FADF644B7752C0D9233F46371845405D5C93ECB67952C023F86FEAE7144540C1E5DA51C97A52C09CD3D86FC7104540D88CDDB9DA7F52C0E78E616AB6164540F9010E1ECE8052C0EC5DF5AC271445409CDD0082968252C0A9F43D4B3315454086CDC70CC38452C037151F755C0C454011A634EDDA9252C0ABFE46116A0E4540F174471EB29C52C034AE91E5AE1545404CD28BA604A252C0338BE43E4E194540107F73D0239B52C0B3BF73F55E2C454025E49611239C52C0F1DB67F2952D4540547BFC67B19752C025DFA34D882F45405A608AC5C79552C0544DA053462D4540136771FC409152C082C99CF1392E454061FD1A98968F52C0B395D54DEB2F4540B3EC5A57089052C050374763DF334540B640B7C9E37152C03435EDCFEA3A4540,23,36,New York,Greene,,36039,39,2012-06-15,2012-06-15
0106000020E6100000010000000103000000010000001E000000E9A33ECCB49752C039A09F1113CC44409764498F4B9952C0888F09712AD244401908C6E2E8A452C09885CA8462DF44401FEC0B4E2A9D52C0FE439EAB9AEF44408D19901F7FB252C0BF62E809C1024540DA43A3AB27A452C065F7B9ABC30E4540F6C1B38844A252C04695C928181245405F404C8672A052C078BBDC2966124540F174471EB29C52C034AE91E5AE15454011A634EDDA9252C0ABFE46116A0E454086CDC70CC38452C037151F755C0C45409CDD0082968252C0A9F43D4B33154540F9010E1ECE8052C0EC5DF5AC27144540D88CDDB9DA7F52C0E78E616AB6164540C1E5DA51C97A52C09CD3D86FC7104540801AF118F07B52C0696E6497FA094540134B6EA57C7D52C015AF7647C3F44440A74796033A7C52C04698366A5EEE4440369F0367C87C52C00D64AA2EA1E244404E2546A6317C52C04165547048DD4440807B6009257D52C0041D365136CB4440DB5F6918468352C029898871A1CA4440070C465D3D8552C006F140D1F0CD444010062985588852C0EFA85A51ECCE444007363B65438852C0CE04B9B116CB4440B55EB6CF4F8C52C07AD0A1D11FCC4440BF915C79349052C0A01C6D91DACD444010D66959689052C0338714D165D14440290A0EA80E9652C02B2BA5518CCC4440E9A33ECCB49752C039A09F1113CC4440,24,36,New York,Ulster,,36111,111,2012-06-15,2012-06-15
0106000020E61000000100000001030000000100000013000000836868F1186152C04FD01F3435D54440B0BDA6F1F16152C00C6F6853E9C24440B112E538AC6552C0E8AA1DB266C34440AE994C266C7B52C0B102C1D1D5BE4440AF17740ECC7E52C0C58AD4F245B84440A5238830EF7F52C0231508535DBA4440AE3A15CFA87F52C0FA956FB2C6C34440807B6009257D52C0041D365136CB44404E2546A6317C52C04165547048DD4440369F0367C87C52C00D64AA2EA1E24440A74796033A7C52C04698366A5EEE4440134B6EA57C7D52C015AF7647C3F44440801AF118F07B52C0696E6497FA094540CA62ADF3C27952C0B9EDEE76350A454031F1A200DC6E52C017D09781E0004540A5749B4D106252C021353725C8FD4440308EE605B86152C0F199011E440645406CBF04A1FD5E52C079DB3B1F12064540836868F1186152C04FD01F3435D54440,25,36,New York,Dutchess,,36027,27,2012-06-15,2012-06-15
0106000020E6100000010000000103000000010000001B00000014BAAFD2CDAC52C04B825894DFAC4440837D6B3223AD52C03C829BF101B0444080C0475463AF52C060C6F3CD68B34440B26877D35CAF52C0332E6B0B06B64440E3DC47144FB052C0459B6E090FB744406C74E7D398B052C05A0704879CB944409213CE70C4AF52C0369EE181D6BF4440BDE8A87E779E52C0ACAB5291FDC0444048DD7372049A52C09B1D54D18FC94440E9A33ECCB49752C039A09F1113CC4440290A0EA80E9652C02B2BA5518CCC444010D66959689052C0338714D165D14440BF915C79349052C0A01C6D91DACD4440B55EB6CF4F8C52C07AD0A1D11FCC444007363B65438852C0CE04B9B116CB444010062985588852C0EFA85A51ECCE4440070C465D3D8552C006F140D1F0CD4440DB5F6918468352C029898871A1CA4440807B6009257D52C0041D365136CB4440AE3A15CFA87F52C0FA956FB2C6C34440A5238830EF7F52C0231508535DBA4440AF17740ECC7E52C0C58AD4F245B84440F6FAAA0B1D7D52C08DBDBF92CFB24440C92B9390B87E52C083875A5393A9444030F96FD1828F52C0C82985BF9D914440E888AA88CE9752C07A82B49C1199444014BAAFD2CDAC52C04B825894DFAC4440,26,36,New York,Orange,,36071,71,2012-06-15,2012-06-15
0106000020E6100000010000000103000000010000001400000051DE4A05995E52C097FCB9799B704440ECD3B1E3215D52C044A3935AD76D4440CF42D2AA0A5B52C0E1D43C4DA65444401B5B0631247052C0F85C266F1B4C44404DB52CD0816F52C0E0C2D82DCE4C444033A9AA30E46F52C0BC363AACD64E4440BBF319B2BA7052C0ED55C46B224F4440E66E7EB2F47052C095070E0987514440B61BAE8F616F52C0B260B2A7605244408028700F436F52C0E7E8E165C5534440400A6D2E9A6E52C03A80C1E40E5444406FA994ED776E52C05383641A3B5D4440256611CB1B6D52C0F5EAF117DD5D4440B2A2718ADF6C52C0E5A05CB6235F4440D540B24A1A6D52C04923D714D3604440AEB598EFBC6F52C01FEA1BB5816344409CA58030407052C05C58C313F96444409C53196FF76F52C066B51BEB286C4440EA6A3D164A6652C04D90723C9A73444051DE4A05995E52C097FCB9799B704440,30,36,New York,Nassau,,36059,59,2012-06-15,2012-06-15
0106000020E61000000100000001030000000100000009000000015A292B887E52C0E00C6A0E14664440E323ED82087B52C06340C9C269714440B3798420A27952C0F3674EA45D704440B7A8C381F27952C044D1C2A82F6C4440CCCC24A4137B52C07B111BAC4869444083653B04DF7A52C01020D24EC266444014C4374F658052C01C5387BC1C5A444089C87D8F668052C05DF0EBF66D5E4440015A292B887E52C0E00C6A0E14664440,31,36,New York,New York,,36061,61,2012-06-15,2012-06-15
0106000020E61000000200000001030000000100000010000000972C1BDC257652C030C1B36688534440B21716BE487752C0CEE8F18017584440266F0421CC7852C06FDB03A1FA574440364963A9287D52C0BF1C6C17A45E4440335BD281897952C05B3D10F0076644409CA58030407052C05C58C313F9644440AEB598EFBC6F52C01FEA1BB581634440D540B24A1A6D52C04923D714D3604440B2A2718ADF6C52C0E5A05CB6235F4440256611CB1B6D52C0F5EAF117DD5D44406FA994ED776E52C05383641A3B5D4440400A6D2E9A6E52C03A80C1E40E5444408028700F436F52C0E7E8E165C5534440B61BAE8F616F52C0B260B2A760524440E66E7EB2F47052C095070E0987514440972C1BDC257652C030C1B3668853444001030000000100000006000000BBF319B2BA7052C0ED55C46B224F444033A9AA30E46F52C0BC363AACD64E44404DB52CD0816F52C0E0C2D82DCE4C44401B5B0631247052C0F85C266F1B4C4440B1E362A55D7B52C09AD0F51561474440BBF319B2BA7052C0ED55C46B224F4440,32,36,New York,Queens,,36081,81,2012-06-15,2012-06-15
0106000020E610000001000000010300000001000000130000005E1AA6CB697F53C01D01595ACC9045404A5ABA147D7F53C0CA58FF0CCBAE4540AF449733AE6F53C0A99033DAE6AA4540B23F1275D86453C076C5B808EB9E4540159372F1255853C0810C728F4AA345408E82B7835B5753C04075C671A88445403F6F973DDC5E53C0F63959927F844540F02D4438B05E53C0E63E77B6EA784540E847E1081B6553C01C75AA330979454028B99943D77053C0B75E5F2D9C78454008062C008A6E53C0631E538EF47A45401EF57322866E53C0550652EDDB7E4540CFCF9778087A53C008684844A77E454047BFE3FA2E7A53C00D47BB228C824540C7D7D7198C7953C0D25445A3C28245404636117B947953C0EBC763625285454096B6F361277D53C08D1CB11F5785454082D4D640257A53C0035E471EC49045405E1AA6CB697F53C01D01595ACC904540,42,36,New York,Monroe,,36055,55,2012-06-15,2012-06-15
0106000020E61000000200000001030000000100000017000000CF42D2AA0A5B52C0E1D43C4DA6544440ECD3B1E3215D52C044A3935AD76D444051DE4A05995E52C097FCB9799B7044407C69D7BB8F5B52C0ABDEEC55167644405F4A2FBFBA4D52C00132F05555734440E2089ACF054952C0BB150458C7794440D45C657B5C4152C05F119D9DF57B4440FC00BBAE6B2852C027E8F9C09A7D444001FE483E4A1452C046BA1C5B1D93444098115559FE1152C021B10B993E924440231F3983AC1652C0D87FE21F1B8E444069833868A51A52C00ED05B48558344400E4CE11C432352C0D14EB2C8AB7B444084E8C34BB52652C05674DCE3E0734440B2F36292781E52C0615E7D6BC77544402412DEDCC11252C0B4DCD00013834440F55FFFB1030D52C0433CE3218784444051763AC0ED0452C033F07ED112804440E32A83E71DFB51C08D053114DD8A44405652D4DCADF751C0939C9F7789894440D9179704CCFA51C0FAB0D0D9E9834440544F02C15A2152C045546F4853684440CF42D2AA0A5B52C0E1D43C4DA65444400103000000010000000C000000CFD5707AC15252C00BA9D74A2D50444083BFF619A25252C05348F4A908514440F59DC152634F52C0E5CA58A70851444030384BF5434352C0CBB63EE06B5644407784853A1F3852C06F9A275D615E44406740FC8C0F3252C07A93B21ECF6144402B1DA609783052C09ECD247F4C624440E6BB5ECAE53052C0996A78FF1261444031D5AB46343D52C06545A9DE9A5944402D3D6BD2FA4152C0CBFBAA80EE5544408E926374F04F52C07794A0E80D504440CFD5707AC15252C00BA9D74A2D504440,33,36,New York,Suffolk,,36103,103,2012-06-15,2012-06-15
0106000020E6100000010000000103000000010000000800000086B5F8042A8F52C00FE957B7C4404440AB34D7052A8F52C09983CD11DA444440F6FC6EA0A48A52C091448085EF4F444072046CD6A98452C0128B23E4245344409E964CD4C98352C0AF32CECC044D4440D145463ADF8752C0C7D09314BA454440749CC4A0648C52C0C23D16185A41444086B5F8042A8F52C00FE957B7C4404440,34,36,New York,Richmond,,36085,85,2012-06-15,2012-06-15
0106000020E6100000010000000103000000010000000F000000C835A7D37CCA52C0CAE56B1CE10B464096C0A22D9FDC52C0E4DD3D8B811B464035A9FE1E46F652C0D780F620F43146402C4947D88DF052C02E42F5893E4246406CCDB1140CD552C07A1C7BB2C2674640FB6A0C68FBBD52C019DF848C6C794640094535631CAF52C08D40D1E0177F46409D67FD0CC5AD52C0D55868C335794640AACA20F384A952C026580213F678464057AC961228A252C026A723DBC6164640C86753D568A352C08863B37BF7134640C88E278D51A252C00D284EDB460C4640D79B9A48ABB652C04B795708F9084640BD944B634BC452C03B35EA1AAD064640C835A7D37CCA52C0CAE56B1CE10B4640,35,36,New York,St. Lawrence,,36089,89,2012-06-15,2012-06-15
0106000020E6100000010000000103000000010000001B000000336928A3290D53C087960BB762D745409A9692065C0F53C0FFF44073E5EA45403BC521E2650C53C07C28AD7BCCF44540ED3FC59D420853C01EDAC69752F74540AD8C6B039C0853C03437507CB1014640F479A612E60C53C081CEBF84650846402AA45321001353C045150ED16005464073912671391753C09E0EAFE3960C464035A9FE1E46F652C0D780F620F431464096C0A22D9FDC52C0E4DD3D8B811B4640E66FAAAF1CE352C0B58173224D0D4640A942B87A47DF52C0C12B80515D09464014311C1325E052C00C6BCD97A90646400E74006F51DF52C09CF0DBB983054640F9B8D9CA46E052C0A049561DDC034640BBAB5E8249E052C0C44277431E0146408A9371E92CE352C0B447183E0D014640CB426DA226E352C0C7E3178156FB454075B994AB03E752C0D348D5BA4DFB454004F9FE561BF052C01D19B3D784F04540405EE860CDF552C081EAAE472EF14540DB847AF875F652C06037AE18DAE5454086EB969098F252C03BEFDE7F06E54540BABC194694F152C0AB06F06858D84540C823B9AA220253C0B70963DB50DA45402B97D849FD0153C05BFECFDEF2D54540336928A3290D53C087960BB762D74540,36,36,New York,Jefferson,,36045,45,2012-06-15,2012-06-15
0106000020E61000000100000001030000000100000014000000BABC194694F152C0AB06F06858D8454086EB969098F252C03BEFDE7F06E54540DB847AF875F652C06037AE18DAE54540405EE860CDF552C081EAAE472EF1454004F9FE561BF052C01D19B3D784F0454075B994AB03E752C0D348D5BA4DFB4540CB426DA226E352C0C7E3178156FB45408A9371E92CE352C0B447183E0D014640BBAB5E8249E052C0C44277431E014640F9B8D9CA46E052C0A049561DDC0346400E74006F51DF52C09CF0DBB98305464014311C1325E052C00C6BCD97A9064640A942B87A47DF52C0C12B80515D094640E66FAAAF1CE352C0B58173224D0D464096C0A22D9FDC52C0E4DD3D8B811B4640C835A7D37CCA52C0CAE56B1CE10B4640368E57915FC752C0B81E4D1E41CE4540E78B09B549E252C0A8BD48E80EB64540DAF7D35691F052C03882B60B1CBC4540BABC194694F152C0AB06F06858D84540,37,36,New York,Lewis,,36049,49,2012-06-15,2012-06-15
0106000020E6100000010000000103000000010000001F000000C612D87C43FF52C03CA050BCDD974540BB9F79E63F0353C0978FDF7DE39A4540774C254AA70453C012E4189D9C9A45403671690B410553C09F4AFDDE189D45404C76E59EB50C53C0DED26D60DAA245406826AF21C90D53C08203FB1F2DA24540355D797F250D53C0509EC3BD7A9D45407AA42A02500E53C08A1FCA9BEF9A4540CF43BE09071153C0C51FD61D929E4540EF6B20EA4C1153C07199EF1B979B4540AD3DA3ADA41253C070AB759A169A4540ADB3EF51F51353C0D20A177D1E9E4540A191EEB0E21E53C001DE053A149D45406B47B031E01E53C0A222E77BFBA045403FFC198E852653C075F9E076CDA04540A9990DFCA72753C0D67AD3F402B545400A8A5014191D53C02DC130A017C04540C64900C7410E53C060C2A782EEC64540B0AF5200D00B53C00FB5539C0CD14540336928A3290D53C087960BB762D745402B97D849FD0153C05BFECFDEF2D54540C823B9AA220253C0B70963DB50DA4540BABC194694F152C0AB06F06858D84540DAF7D35691F052C03882B60B1CBC45406D4FD1C022F452C0D324B66C3CBD4540559985EA72F852C08438A1060EAB4540C42B6146FAF652C0EACDD72586A9454032F407892DF852C0B397603B4A944540B77A0EB0A2FA52C056960D3BAF9445401ED852B58DFC52C0F5AECC9BB9964540C612D87C43FF52C03CA050BCDD974540,38,36,New York,Oswego,,36075,75,2012-06-15,2012-06-15
