the_geom,cartodb_id,state_fips,state_name,county,housing_un,fips,county_fip,updated_at,created_at
0106000020E61000000100000001030000000100000026000000C05C8CAFA0CD52C0149C7CD3507145408D55A673B4CF52C0CD337F92CF7045401436F1D422D052C0780C2833D06F4540F7DD82DEF9DB52C091E5E7AA1A6F45406F6AEFBC59DC52C017E680081E7845404BFC516F5DE252C0521AB90390784540A59063CF1CE352C0E83EBEA2A4854540346175F73DE652C0F6B18D5FA08545408271AA3886E652C000FC3BC02B89454055D1ED3D8BE852C0793DAB3E3A8A454099DD21C1AEE952C0E30A077FCC8E4540EED78C09DBEC52C075AD005E09924540D24517AA00ED52C0AF109ADE2F94454027300ACCCEED52C01D4E627E48944540F7DB0C2D2FEE52C0000D891E7095454063F6CE90B3EF52C027C936DDA3944540148CA1B569F152C0394ABE3D7596454061BEB5BB84F352C0FD05877C8994454032F407892DF852C0B397603B4A944540C42B6146FAF652C0EACDD72586A94540559985EA72F852C08438A1060EAB45406D4FD1C022F452C0D324B66C3CBD4540DAF7D35691F052C03882B60B1CBC4540E78B09B549E252C0A8BD48E80EB64540368E57915FC752C0B81E4D1E41CE4540B4A3CEAA24C552C0D82B39A2E1A94540F9BE4F0D3BC652C0DDA16322CEA9454031E33ACCEFC552C03F4B75C24BA84540A31D354D7EC652C019D3A6A269A74540C32D9FCF80C752C0D2F427C3BEA7454083A523F48BC952C0515055A47CA64540D54DC43459CA52C00803BF454AA1454091BCC13319CA52C04C07B0C54DA04540E4047390A6C852C00979D82463A04540DD842CAF51C852C05276BC843A9F4540D2D402C55CC452C06A02AF637D9D4540F0287451B5CD52C093A45FE921884540C05C8CAFA0CD52C0149C7CD350714540,39,36,New York,Oneida,,36065,65,2012-06-15,2012-06-15
0106000020E6100000010000000103000000010000001E000000DE431445F32D53C0B5D41702528345407032C865E62D53C00CDEE5E4E9884540FFC089E1A72C53C05185CCE6008B454074D76A70FB2D53C0492CEA8F66A94540A9990DFCA72753C0D67AD3F402B545403FFC198E852653C075F9E076CDA045406B47B031E01E53C0A222E77BFBA04540A191EEB0E21E53C001DE053A149D4540AC0724CD571E53C0BA14F751CF90454017C13190A01F53C090AE16707D8E4540DBBC6A8C301F53C0C42DF2676781454074EC0A48951D53C0023FFA274A814540BCEC81C7D21C53C07CEC0C9D1D6D4540D92BB9F8DC1653C003CD9AD8466D4540562084CE261253C0DFDEA719B1664540CF977D8EC71153C0B5EB8EFB80634540BAC51B6EDE1053C0137FC5BFB95C4540F1BD63B1E51053C0384AE90BCE4F4540C730F42D191D53C0C75DADB5894F4540146CF94D311D53C034502C55595045404F02F5D6ED2A53C0FF046FB40751454093BCC198C82B53C0563769120056454082A78F01E02E53C0FA3FFC2EF95C4540A0BA1343642F53C0FB504C0CDA604540130E4A44612F53C0416FABE452664540A7BB35412B2E53C0D93EEEBCD86B4540B8C66E27602F53C0E34E86F03C744540729B9249552F53C07CCF6462327E45401CD1ADC8FD2E53C07F5D57602E814540DE431445F32D53C0B5D4170252834540,40,36,New York,Cayuga,,36011,11,2012-06-15,2012-06-15
0106000020E6100000010000000103000000010000000C000000D5BC7923873D53C06C9D9954D48145407D0A5B8C484853C02ECFD231E9814540F1D4376E8F4853C0384BDAB2468545408E82B7835B5753C04075C671A8844540159372F1255853C0810C728F4AA34540B688499E873A53C0E878A808A9A345409563D136282F53C0A22657AEDEAB454074D76A70FB2D53C0492CEA8F66A94540FFC089E1A72C53C05185CCE6008B45407032C865E62D53C00CDEE5E4E9884540DE431445F32D53C0B5D4170252834540D5BC7923873D53C06C9D9954D4814540,43,36,New York,Wayne,,36117,117,2012-06-15,2012-06-15
0106000020E6100000010000000103000000010000001E000000CF977D8EC71153C0B5EB8EFB80634540562084CE261253C0DFDEA719B1664540D92BB9F8DC1653C003CD9AD8466D4540BCEC81C7D21C53C07CEC0C9D1D6D454074EC0A48951D53C0023FFA274A814540DBBC6A8C301F53C0C42DF2676781454017C13190A01F53C090AE16707D8E4540AC0724CD571E53C0BA14F751CF904540A191EEB0E21E53C001DE053A149D4540ADB3EF51F51353C0D20A177D1E9E4540AD3DA3ADA41253C070AB759A169A4540EF6B20EA4C1153C07199EF1B979B4540CF43BE09071153C0C51FD61D929E45407AA42A02500E53C08A1FCA9BEF9A4540355D797F250D53C0509EC3BD7A9D45406826AF21C90D53C08203FB1F2DA245404C76E59EB50C53C0DED26D60DAA245403671690B410553C09F4AFDDE189D4540774C254AA70453C012E4189D9C9A4540BB9F79E63F0353C0978FDF7DE39A4540C612D87C43FF52C03CA050BCDD97454087AE8F59EFFD52C03BCB4DBAEF944540DB27B9FA39FE52C0385401B9D49245405B4B23B7F8FC52C06A73AA582B9245406399A8B86AFD52C008D60637988F45407F1EA25CAEFE52C0EF4EBE95198E454080FE93BB37FE52C0F3029FB4998C4540D4D152B06DFA52C023BF14359B8B4540549157B725F952C0EAC02393DC654540CF977D8EC71153C0B5EB8EFB80634540,44,36,New York,Onondaga,,36067,67,2012-06-15,2012-06-15
0106000020E61000000100000001030000000100000022000000D4A476FF4ED252C05380173AD35F45402EB231DFF0DA52C01B6899AF0D60454036FA8319D4F852C01B1BBE36245D4540549157B725F952C0EAC02393DC654540D4D152B06DFA52C023BF14359B8B454080FE93BB37FE52C0F3029FB4998C45407F1EA25CAEFE52C0EF4EBE95198E45406399A8B86AFD52C008D60637988F45405B4B23B7F8FC52C06A73AA582B924540DB27B9FA39FE52C0385401B9D492454087AE8F59EFFD52C03BCB4DBAEF944540C612D87C43FF52C03CA050BCDD9745401ED852B58DFC52C0F5AECC9BB9964540B77A0EB0A2FA52C056960D3BAF94454032F407892DF852C0B397603B4A94454061BEB5BB84F352C0FD05877C89944540148CA1B569F152C0394ABE3D7596454063F6CE90B3EF52C027C936DDA3944540F7DB0C2D2FEE52C0000D891E7095454027300ACCCEED52C01D4E627E48944540D24517AA00ED52C0AF109ADE2F944540EED78C09DBEC52C075AD005E0992454099DD21C1AEE952C0E30A077FCC8E454055D1ED3D8BE852C0793DAB3E3A8A45408271AA3886E652C000FC3BC02B894540346175F73DE652C0F6B18D5FA0854540A59063CF1CE352C0E83EBEA2A48545404BFC516F5DE252C0521AB903907845406F6AEFBC59DC52C017E680081E784540F7DD82DEF9DB52C091E5E7AA1A6F45401436F1D422D052C0780C2833D06F454037762FF492CF52C019145C162B6B4540345C20D746D052C03BF97199DE644540D4A476FF4ED252C05380173AD35F4540,45,36,New York,Madison,,36053,53,2012-06-15,2012-06-15
0106000020E61000000100000001030000000100000014000000D027B8AD8B9D53C053F94CB5CB6F454072453017E29D53C06E21CF2C918B4540A720FDD8D89D53C05DD709EBA3904540C39F145BF48753C00777935460914540300F9EDAEF8753C098A37674CB9045405E1AA6CB697F53C01D01595ACC90454082D4D640257A53C0035E471EC490454096B6F361277D53C08D1CB11F578545404636117B947953C0EBC7636252854540C7D7D7198C7953C0D25445A3C282454047BFE3FA2E7A53C00D47BB228C824540CFCF9778087A53C008684844A77E4540932C3975DC7953C0562D0AE5007A4540DE212C18817B53C067A7AE83F6794540881A9F94977B53C0B6B7B924997445400DF9FFF6E97C53C07AC497C393744540B0D3F4D3337D53C063A2F943426F454081BE57216D8453C0B7C0BB3EBF6F454086DDE961868453C0E9A7A7BE61704540D027B8AD8B9D53C053F94CB5CB6F4540,46,36,New York,Genesee,,36037,37,2012-06-15,2012-06-15
0106000020E61000000100000001030000000100000024000000C83C9E591AC953C0FE1ED20A8D494540CB65ECD4CCC253C08AE10EEB80594540B7635221FDB653C0B22D31AC78654540324D1475F0BB53C080EB799DB37C4540F50C51AF7FB853C0077D669DDC824540D567EC28FAB553C0699175FFEA824540A5B1ADE7EDB453C03478007F428645402B27B11B75AF53C0AAC8A301848945408A78AB5AD0AE53C03C27A281AB8A4540B707E2926BAB53C0C13171C4278A4540022DB10C6AA853C0E5214606988B454094528C85A3A553C0521601A91B894540529FC99F9BA253C0CFA9C9A93B8C4540E9972B5D9BA153C02D222E0B238B4540BB5DC47A63A053C09D917C8BFA8B45406F4671781B9F53C00EDCC9ACE68A454072453017E29D53C06E21CF2C918B4540D027B8AD8B9D53C053F94CB5CB6F4540D7E9E5EFDE9E53C037EA5315E16F4540CB21D88CD39E53C0E15A7198A3644540E2B542690F9D53C09B9596F8776445404AEE8424699D53C02EC8800A2B454540F8C6FE7086A353C0391869CAF2414540814C6A5793A653C015D705696241454055F82F842EAC53C07C60DF686E3D45400184B6C69DAD53C0FA3627C79B3E4540B4795CB07AB153C0E70DF2C6103B4540C44316528CB253C03B5AD4E5083C4540ECC9EEBA86B653C045D56DA495394540CE627CFFB3B853C0F6F6F9423039454025552B8586BC53C072EC65A0823C4540E298856563BD53C0054481FF783F4540DF9DD0CD65C153C0F3798E58A1454540B2B7FB50ACC353C0A474B0D4AF4545405861A63576C653C0A071E40ED9484540C83C9E591AC953C0FE1ED20A8D494540,47,36,New York,Erie,,36029,29,2012-06-15,2012-06-15
0106000020E61000000100000001030000000100000016000000E847E1081B6553C01C75AA3309794540F02D4438B05E53C0E63E77B6EA7845403F6F973DDC5E53C0F63959927F8445408E82B7835B5753C04075C671A8844540F1D4376E8F4853C0384BDAB2468545407D0A5B8C484853C02ECFD231E9814540D5BC7923873D53C06C9D9954D4814540F2C5707E553D53C0C1E66FEC6F6F4540EF952381033E53C050A90F0C686F454016B2BA1E2C3E53C09AD8E6BF4C6245408DAF9CAA3D5453C0304885C83962454069B42AB1745753C083CCEA0F685745402F7A908C6C5753C0EFE6EEFC994A454093E25404AE5F53C012AC7CD5A14A454044E278680E5F53C02D8907EB4E5645400C0BB4783F6653C04E30FB0471564540140CC661836753C00D95D8D930624540C64ED9BD986553C01F9A7AFB4B624540F56EBBE3916553C047E34C77986D4540EC57AFDFA86353C07D79AD980C6E4540644324203E6353C0FBF2F8B784704540E847E1081B6553C01C75AA3309794540,48,36,New York,Ontario,,36069,69,2012-06-15,2012-06-15
0106000020E610000001000000010300000001000000160000007F7A759ECF2C53C0D89BE8171E474540A550E72A653953C0B86B0574A24645403C0B1AE9EC3853C0EFDC03CD7254454039D47F350D3C53C01506A926935C454008C92D38923C53C05DD444A13262454016B2BA1E2C3E53C09AD8E6BF4C624540EF952381033E53C050A90F0C686F4540F2C5707E553D53C0C1E66FEC6F6F4540D5BC7923873D53C06C9D9954D4814540DE431445F32D53C0B5D41702528345401CD1ADC8FD2E53C07F5D57602E814540729B9249552F53C07CCF6462327E4540B8C66E27602F53C0E34E86F03C744540A7BB35412B2E53C0D93EEEBCD86B4540130E4A44612F53C0416FABE452664540A0BA1343642F53C0FB504C0CDA60454082A78F01E02E53C0FA3FFC2EF95C454093BCC198C82B53C056376912005645404F02F5D6ED2A53C0FF046FB4075145402C83E310B62853C00EEC4C77974B4540F02A4FA8A32553C0E62AF8F93B4745407F7A759ECF2C53C0D89BE8171E474540,49,36,New York,Seneca,,36099,99,2012-06-15,2012-06-15
0106000020E6100000010000000103000000010000000A000000EF96D390869353C039B4C303EDFF444008B59DEE8D9353C04369928C9E4345401CC4206BDB8253C0C707F4B6C243454045898A49338253C08529E0571A434540D86A9B8D867553C0D62972290E43454036EE37CCB97553C000418AAE563D45401B8734FB2B6E53C0C1FD4899523C45408C82C335AE6F53C00D58049DA8FF4440909915A1128D53C096980C08C5FF4440EF96D390869353C039B4C303EDFF4440,59,36,New York,Allegany,,36003,3,2012-06-15,2012-06-15
0106000020E61000000100000001030000000100000026000000B0D3F4D3337D53C063A2F943426F45400DF9FFF6E97C53C07AC497C393744540881A9F94977B53C0B6B7B92499744540DE212C18817B53C067A7AE83F6794540932C3975DC7953C0562D0AE5007A4540CFCF9778087A53C008684844A77E45401EF57322866E53C0550652EDDB7E454008062C008A6E53C0631E538EF47A454028B99943D77053C0B75E5F2D9C784540E847E1081B6553C01C75AA3309794540644324203E6353C0FBF2F8B784704540EC57AFDFA86353C07D79AD980C6E4540F56EBBE3916553C047E34C77986D4540C64ED9BD986553C01F9A7AFB4B624540140CC661836753C00D95D8D9306245400C0BB4783F6653C04E30FB047156454044E278680E5F53C02D8907EB4E56454093E25404AE5F53C012AC7CD5A14A45403600D9B9EF6953C0C166E70DE24A45404E2DA456F26953C0C4E0D2733C454540B382329ECE6D53C02E4F6471044545401B8734FB2B6E53C0C1FD4899523C454036EE37CCB97553C000418AAE563D4540D86A9B8D867553C0D62972290E43454045898A49338253C08529E0571A4345401CC4206BDB8253C0C707F4B6C24345406C72D90A938253C0C8194D1600454540B1C5AC0C5B8353C091FA2755D345454074F26B8CDF8253C0A2CB9FD36A484540CE1B186BFD8153C039F1371394494540F47BC16CAF8253C0D0544BF22C4A45408D05DF2C908253C0C2367EF1764B454081846268478053C0BDEC48927A4C4540AC886C282F8053C0BEC0F9915B4D4540CC150E4B4A8153C0AB382490564E4540FB2FBB66EF7E53C025248B91B44F454057598625187D53C05B4D93AE83564540B0D3F4D3337D53C063A2F943426F4540,50,36,New York,Livingston,,36051,51,2012-06-15,2012-06-15
0106000020E6100000010000000103000000010000001700000008B59DEE8D9353C04369928C9E434540268BC163359D53C0D76235ABD74345404AEE8424699D53C02EC8800A2B454540E2B542690F9D53C09B9596F877644540CB21D88CD39E53C0E15A7198A3644540D7E9E5EFDE9E53C037EA5315E16F4540D027B8AD8B9D53C053F94CB5CB6F454086DDE961868453C0E9A7A7BE6170454081BE57216D8453C0B7C0BB3EBF6F4540B0D3F4D3337D53C063A2F943426F454057598625187D53C05B4D93AE83564540FB2FBB66EF7E53C025248B91B44F4540CC150E4B4A8153C0AB382490564E4540AC886C282F8053C0BEC0F9915B4D454081846268478053C0BDEC48927A4C45408D05DF2C908253C0C2367EF1764B4540F47BC16CAF8253C0D0544BF22C4A4540CE1B186BFD8153C039F137139449454074F26B8CDF8253C0A2CB9FD36A484540B1C5AC0C5B8353C091FA2755D34545406C72D90A938253C0C8194D16004545401CC4206BDB8253C0C707F4B6C243454008B59DEE8D9353C04369928C9E434540,51,36,New York,Wyoming,,36121,121,2012-06-15,2012-06-15
0106000020E610000001000000010300000001000000140000002F7A908C6C5753C0EFE6EEFC994A454069B42AB1745753C083CCEA0F685745408DAF9CAA3D5453C0304885C83962454016B2BA1E2C3E53C09AD8E6BF4C62454008C92D38923C53C05DD444A13262454039D47F350D3C53C01506A926935C45403C0B1AE9EC3853C0EFDC03CD72544540A550E72A653953C0B86B0574A246454074B173CB8F3953C0649D09F745414540F96325A89E3853C05FDF42BB313C4540A71F3B781F3D53C09EB89E5B893A45406A1E2C796B3D53C0EAF9155B653B4540E9AA661EE43E53C06799C53A543B454040F85F9F1A3F53C023EB8258D23D4540E47476179F4653C0F4580415783D454053C4F1F5234653C059DBCA131F3F45408245969C3A4853C049AAD9F1E43F45403192F81EF04853C06B8C9CB05041454016E12000DB4853C007EB15A9FD4945402F7A908C6C5753C0EFE6EEFC994A4540,52,36,New York,Yates,,36123,123,2012-06-15,2012-06-15
0106000020E610000001000000010300000001000000140000007C59ACF2F7DA52C0C9A2F370DA1845406AF9A55168E852C089A6EE340F19454010D8B535A4E852C0B05A8331731F454096F908B704F652C03ACCCD5A23204540EA5AC79E72F752C0838BC53DFA34454036FA8319D4F852C01B1BBE36245D45402EB231DFF0DA52C01B6899AF0D604540D4A476FF4ED252C05380173AD35F4540DB1F336E90D452C01A9474A43055454047ECBE318CD452C0C876808B414F4540B8BFE4D75DD552C03780D65121494540D69B1401AFD752C04C6B5832B5454540EC78A9E43ED852C0C9ED95B5254245403F80CBE725D952C0B0EAC155CA4045405A55A7C94DD952C0E114775C7B3C4540DF3DC407E4D752C0128772A967364540580D35AECBD952C0932F524E0F324540BB324B6D0AD952C016FF60161F2E4540478EAB3143DA52C003C1FCBC352945407C59ACF2F7DA52C0C9A2F370DA184540,53,36,New York,Chenango,,36017,17,2012-06-15,2012-06-15
0106000020E610000001000000010300000001000000180000007F7A759ECF2C53C0D89BE8171E474540F02A4FA8A32553C0E62AF8F93B4745402C83E310B62853C00EEC4C77974B45404F02F5D6ED2A53C0FF046FB407514540146CF94D311D53C034502C5559504540C730F42D191D53C0C75DADB5894F4540F1BD63B1E51053C0384AE90BCE4F4540E1864475481053C076F96601D73345404481367BD31253C04283F861C0334540F18EF81BF91253C00E78A6C39A3045409905DEF36B0F53C05B3127054C2D454057985816231053C081164049F1254540A456A5FB511253C0C0A47FA9EC254540F0C36BFB4C1253C0C265D188252745401CC713454F1653C050B276A90F2745402205A085921653C09D2BB9A8812845409FD5FA6E761A53C02C785EC96B284540C4E74EF0941A53C0ADB55F8C8D21454066583C58E01D53C0D285F96C9A21454090D93118E91D53C07F4AD2AB85234540612416E45B2253C0C374DBECB22345401B162CB3A42753C0284AF34EF423454017302EFFC62B53C0F6C76230402445407F7A759ECF2C53C0D89BE8171E474540,54,36,New York,Tompkins,,36109,109,2012-06-15,2012-06-15
0106000020E61000000100000001030000000100000011000000C96E1DE5386753C0D988D3A5D9FF44408C82C335AE6F53C00D58049DA8FF44401B8734FB2B6E53C0C1FD4899523C4540B382329ECE6D53C02E4F6471044545404E2DA456F26953C0C4E0D2733C4545403600D9B9EF6953C0C166E70DE24A454093E25404AE5F53C012AC7CD5A14A45402F7A908C6C5753C0EFE6EEFC994A454016E12000DB4853C007EB15A9FD4945403192F81EF04853C06B8C9CB0504145408245969C3A4853C049AAD9F1E43F454053C4F1F5234653C059DBCA131F3F4540E47476179F4653C0F4580415783D4540B279E754294653C01AA27A2C7B2345405BE22F3AD23D53C06D1D8330592345404D62921CFD3D53C0928307AE61004540C96E1DE5386753C0D988D3A5D9FF4440,55,36,New York,Steuben,,36101,101,2012-06-15,2012-06-15
0106000020E6100000010000000103000000010000000A00000029B4590731E753C0D0DD952A1300454036DE3408BFF053C031BCE4C465004540971088D7D8F053C069C0FEC5372245407F3E59D46ADC53C0730DE8A2AD3545400410B36AB6D653C0EF15A2C1293F4540C83C9E591AC953C0FE1ED20A8D4945405861A63576C653C0A071E40ED9484540B2B7FB50ACC353C0A474B0D4AF4545401C4099AACEC353C053601FEF2500454029B4590731E753C0D0DD952A13004540,56,36,New York,Chautauqua,,36013,13,2012-06-15,2012-06-15
0106000020E61000000100000001030000000100000015000000E47476179F4653C0F4580415783D454040F85F9F1A3F53C023EB8258D23D4540E9AA661EE43E53C06799C53A543B45406A1E2C796B3D53C0EAF9155B653B4540A71F3B781F3D53C09EB89E5B893A4540F96325A89E3853C05FDF42BB313C454074B173CB8F3953C0649D09F745414540A550E72A653953C0B86B0574A24645407F7A759ECF2C53C0D89BE8171E47454017302EFFC62B53C0F6C76230402445401B162CB3A42753C0284AF34EF4234540C9C28553862753C0CB314651C51F4540C7B5BDF7F72853C0E3B807B27D1E454072AE205F8B2B53C00419ECB2531E4540869F4FBFB12B53C0E71C6013F31F45400643ED86502E53C06FFACBB4032045403D979307B32E53C095826B9077254540D1AA4C99903D53C0F1C77E4F592445405BE22F3AD23D53C06D1D833059234540B279E754294653C01AA27A2C7B234540E47476179F4653C0F4580415783D4540,57,36,New York,Schuyler,,36097,97,2012-06-15,2012-06-15
0106000020E610000001000000010300000001000000130000001C4099AACEC353C053601FEF25004540B2B7FB50ACC353C0A474B0D4AF454540DF9DD0CD65C153C0F3798E58A1454540E298856563BD53C0054481FF783F454025552B8586BC53C072EC65A0823C4540CE627CFFB3B853C0F6F6F94230394540ECC9EEBA86B653C045D56DA495394540C44316528CB253C03B5AD4E5083C4540B4795CB07AB153C0E70DF2C6103B45400184B6C69DAD53C0FA3627C79B3E454055F82F842EAC53C07C60DF686E3D4540814C6A5793A653C015D7056962414540F8C6FE7086A353C0391869CAF24145404AEE8424699D53C02EC8800A2B454540268BC163359D53C0D76235ABD743454008B59DEE8D9353C04369928C9E434540EF96D390869353C039B4C303EDFF44407190B054C9BA53C0EFB1EBFAFAFF44401C4099AACEC353C053601FEF25004540,58,36,New York,Cattaraugus,,36009,9,2012-06-15,2012-06-15
0106000020E610000001000000010300000001000000190000001D91F60280D852C0C14D4226CAFF4440FFDFDEEEB3DE52C043430DFA88FF4440F302F39BB50653C0962E1693EFFF444011400C601B0753C05353A2F0A51745403D7138BDFF0553C0E16DEEF0BD17454080AFAEBAD60453C07916C8F0B2194540C4D9B7FB030553C071F17410971D45405ADEBA9DD00553C0394338B0F81D454090C2AB3EFC0553C013FC13AF65214540601B229CF30453C0DA928F8F41214540BA6176BC0E0553C050642A4E0E2345406B26A4612E0753C0E32BA10C62244540911BC901340753C044ED5E0BD625454054DA51209B0653C0178FDD4BBD254540AF36E420BC0653C0EF213609FE28454035C04AA25F0753C0C00E472934294540321C8224190853C0F8F550813B344540EA5AC79E72F752C0838BC53DFA34454096F908B704F652C03ACCCD5A2320454010D8B535A4E852C0B05A8331731F45406AF9A55168E852C089A6EE340F1945407C59ACF2F7DA52C0C9A2F370DA1845405FCC8B0B58DB52C05CD0D5FB570745402ECC5D06FCD952C06A4FE761F70145401D91F60280D852C0C14D4226CAFF4440,60,36,New York,Broome,,36007,7,2012-06-15,2012-06-15
0106000020E610000001000000010300000001000000230000006268122E172453C0D3878DAD620045405E5A874A2E2353C0B359F16DE00645403A5B0B4A9C2353C05626F6CE8913454003BD4845FD2153C0151556CEB7134540612416E45B2253C0C374DBECB223454090D93118E91D53C07F4AD2AB8523454066583C58E01D53C0D285F96C9A214540C4E74EF0941A53C0ADB55F8C8D2145409FD5FA6E761A53C02C785EC96B2845402205A085921653C09D2BB9A8812845401CC713454F1653C050B276A90F274540F0C36BFB4C1253C0C265D18825274540A456A5FB511253C0C0A47FA9EC25454057985816231053C081164049F12545409905DEF36B0F53C05B3127054C2D4540F18EF81BF91253C00E78A6C39A3045404481367BD31253C04283F861C0334540E1864475481053C076F96601D7334540321C8224190853C0F8F550813B34454035C04AA25F0753C0C00E472934294540AF36E420BC0653C0EF213609FE28454054DA51209B0653C0178FDD4BBD254540911BC901340753C044ED5E0BD62545406B26A4612E0753C0E32BA10C62244540BA6176BC0E0553C050642A4E0E234540601B229CF30453C0DA928F8F4121454090C2AB3EFC0553C013FC13AF652145405ADEBA9DD00553C0394338B0F81D4540C4D9B7FB030553C071F17410971D454080AFAEBAD60453C07916C8F0B21945403D7138BDFF0553C0E16DEEF0BD17454011400C601B0753C05353A2F0A5174540F302F39BB50653C0962E1693EFFF4440CBB76003480953C0D55E3472150045406268122E172453C0D3878DAD62004540,61,36,New York,Tioga,,36107,107,2012-06-15,2012-06-15
0106000020E610000001000000010300000001000000110000005BE22F3AD23D53C06D1D833059234540D1AA4C99903D53C0F1C77E4F592445403D979307B32E53C095826B90772545400643ED86502E53C06FFACBB403204540869F4FBFB12B53C0E71C6013F31F454072AE205F8B2B53C00419ECB2531E4540C7B5BDF7F72853C0E3B807B27D1E4540C9C28553862753C0CB314651C51F45401B162CB3A42753C0284AF34EF4234540612416E45B2253C0C374DBECB223454003BD4845FD2153C0151556CEB71345403A5B0B4A9C2353C05626F6CE891345405E5A874A2E2353C0B359F16DE00645406268122E172453C0D3878DAD62004540D9EE36D46A3B53C068ECD30D530045404D62921CFD3D53C0928307AE610045405BE22F3AD23D53C06D1D833059234540,62,36,New York,Chemung,,36015,15,2012-06-15,2012-06-15
